arm_id,arm_data_ini,arm_data_fin,arm_altezza,arm_lunghezza_sbraccio,arm_numero_lampade,arm_lmp_potenza_nominale,tar_cod,tar_descr,tmo_id,tpo_cod,tpo_descr,sgn_id,sgn_data_inserimento,tcs_id,tcs_descr,tci_id,tci_descr,latitudine,longitudine,giorni_vita_attuale,prob_guasto_entra_60gg
552186,2019-12-19,13/2/2026,800.0,0.0,1.0,46.0,AS,Armatura stradale,1726.0,TP,Testapalo,,,,,,,41.7421189374521,12.247788025457549,2255,56.39
470715,2020-01-01,13/2/2026,600.0,50.0,1.0,150.0,AS,Armatura stradale,7.0,SB,Sbraccio su palo,,,,,,,41.854737541818,12.70396943916609,2242,75.18
1161971,2025-01-01,13/2/2026,0.0,0.0,1.0,32.5,AS,Armatura stradale,550.0,NN,Non noto,,,,,,,41.93709458913653,12.580800631025994,415,31.51
950384,2022-02-01,13/2/2026,600.0,0.0,1.0,28.0,AS,Armatura stradale,750.0,TP,Testapalo,,,,,,,41.89714642306629,12.513218211548374,1480,49.89
546810,2019-03-13,13/2/2026,800.0,150.0,1.0,41.0,AS,Armatura stradale,1718.0,SB,Sbraccio su palo,,,,,,,41.76712814084066,12.472317458546172,2536,58.02
914711,2022-01-01,13/2/2026,0.0,0.0,1.0,31.5,AU,Arredo urbano,776.0,TP,Testapalo,,,,,,,41.81928496829493,12.479528729611822,1511,41.63
498576,2020-01-01,13/2/2026,900.0,10.0,1.0,150.0,AS,Armatura stradale,640.0,SB,Sbraccio su palo,,,,,,,41.90133747516536,12.696894031261332,2242,58.51
634151,2020-11-01,13/2/2026,600.0,0.0,1.0,29.0,AS,Armatura stradale,772.0,TP,Testapalo,,,,,,,41.84776936754792,12.477504286013938,1937,52.45
1255329,2026-01-01,13/2/2026,400.0,0.0,1.0,10.0,AU,Arredo urbano,1454.0,TP,Testapalo,,,,,,,41.89447879061255,12.506465834123066,50,47.46
783297,2022-01-01,13/2/2026,800.0,0.0,1.0,28.0,AS,Armatura stradale,758.0,TP,Testapalo,,,,,,,41.81594680196989,12.345449451116744,1511,52.88
945164,2023-01-01,13/2/2026,0.0,0.0,1.0,29.0,LA,Lanterna artistica ,122.0,TP,Testapalo,,,,,,,41.90825571190555,12.45995578272261,1146,39.73
1018158,2021-07-01,13/2/2026,0.0,150.0,1.0,250.0,AS,Armatura stradale,189.0,SB,Sbraccio su palo,,,,,,,41.92861328023616,12.375909836813404,1695,32.44
688032,2021-08-10,13/2/2026,0.0,0.0,1.0,76.0,AS,Armatura stradale,550.0,TP,Testapalo,,,,,,,41.84667038916065,12.460093980526883,1655,36.58
1136663,2025-03-01,13/2/2026,0.0,0.0,1.0,100.0,AS,Armatura stradale,2065.0,,,,,,,,,42.03826577973976,12.486789804891632,356,33.31
1286592,2025-03-03,13/2/2026,400.0,0.0,1.0,27.5,AU,Arredo urbano,2810.0,TP,Testapalo,,,,,,,42.03004231275946,12.450995186472024,354,40.86
1207574,2025-08-01,13/2/2026,750.0,0.0,1.0,150.0,AS,Armatura stradale,2065.0,SB_DR,Sbraccio attacco dritto,,,,,,,41.8654280599034,12.642616321448008,203,40.61
1058474,2021-11-30,13/2/2026,800.0,200.0,1.0,48.0,AS,Armatura stradale,1803.0,SB,Sbraccio su palo,,,,,,,41.74705190905597,12.366250059205068,1543,52.39
1021771,2023-01-01,13/2/2026,0.0,0.0,1.0,30.0,PR,Proiettore,600.0,AT,A terra,,,,,,,41.83601824185829,12.344703278491515,1146,34.79
1151532,2024-01-01,13/2/2026,1000.0,30.0,1.0,30.0,AS,Armatura stradale,4108.0,SB,Sbraccio su palo,,,,,,,41.92701543693025,12.415551942232655,781,51.45
280321,2016-10-17,13/2/2026,0.0,0.0,1.0,70.0,AS,Armatura stradale,189.0,SB,Sbraccio su palo,,,,,,,42.01603964203086,12.528026798524357,3413,46.96
1037588,2022-01-01,13/2/2026,400.0,0.0,1.0,14.0,AU,Arredo urbano,1811.0,TP,Testapalo,,,,,,,41.93222283883478,12.620909124812911,1511,47.74
951346,2022-02-01,13/2/2026,600.0,100.0,1.0,31.0,AU,Arredo urbano,696.0,SB,Sbraccio su palo,,,,,,,41.837393685206735,12.64116796876271,1480,49.79
744623,2022-01-01,13/2/2026,400.0,100.0,1.0,22.0,AU,Arredo urbano,2203.0,SB,Sbraccio su palo,,,,,,,41.73507471033041,12.262990843061424,1511,47.47
747686,2022-01-01,13/2/2026,700.0,20.0,1.0,70.0,AS,Armatura stradale,189.0,SB,Sbraccio su palo,,,,,,,41.89003388552244,12.51064249630575,1511,46.02
1159174,2025-01-01,13/2/2026,950.0,150.0,1.0,51.5,AS,Armatura stradale,749.0,SB,Sbraccio su palo,,,,,,,41.84413015025345,12.49164144516469,415,36.0
1082590,2019-01-01,13/2/2026,700.0,0.0,1.0,34.0,AS,Armatura stradale,772.0,TP,Testapalo,,,,,,,41.74272955210422,12.3436055289543,2607,57.27
1143636,2024-09-02,13/2/2026,600.0,0.0,1.0,125.0,AS,Armatura stradale,189.0,TP,Testapalo,,,,,,,41.91884466700872,12.681783537087428,536,37.31
1268657,2026-01-01,13/2/2026,800.0,0.0,1.0,41.0,AS,Armatura stradale,1379.0,SB_DR,Sbraccio attacco dritto,,,,,,,41.96490980655665,12.396587115339631,50,44.14
822578,2022-07-01,13/2/2026,980.0,0.0,1.0,150.0,AS,Armatura stradale,100.0,NN,Non noto,,,,,,,41.885585967377466,12.675548236297256,1330,50.25
1274811,2026-01-01,13/2/2026,800.0,0.0,1.0,43.0,AS,Armatura stradale,4683.0,SB_DR,Sbraccio attacco dritto,,,,,,,41.8842747596679,12.397894932116104,50,44.07
1020958,2023-01-01,13/2/2026,0.0,300.0,1.0,31.0,AS,Armatura stradale,2270.0,SB,Sbraccio su palo,,,,,,,42.01115093536726,12.252967402228446,1146,39.66
696893,2022-01-01,13/2/2026,400.0,0.0,1.0,100.0,AU,Arredo urbano,189.0,TP,Testapalo,,,,,,,41.82886447164013,12.610455298660035,1511,40.88
412696,2019-11-04,13/2/2026,350.0,0.0,1.0,44.0,AU,Arredo urbano,189.0,TP,Testapalo,,,,,,,41.90761401779941,12.28059237742364,2300,46.5
878868,2023-01-01,13/2/2026,700.0,150.0,1.0,18.0,AS,Armatura stradale,2816.0,SB,Sbraccio su palo,,,,,,,41.79064001514598,12.411115128838286,1146,49.72
323922,2016-12-02,13/2/2026,0.0,0.0,1.0,150.0,AU,Arredo urbano,144.0,NN,Non noto,,,,,,,41.9798648634274,12.489009843055134,3367,55.89
1033948,2024-01-01,13/2/2026,800.0,0.0,1.0,70.0,AS,Armatura stradale,995.0,TP,Testapalo,,,,,,,41.92940836982612,12.465930197270206,781,47.25
988539,2023-01-01,13/2/2026,0.0,200.0,1.0,54.0,AS,Armatura stradale,753.0,SB,Sbraccio su palo,,,,,,,41.96869208453799,12.447948528340527,1146,38.86
1131170,2025-01-01,13/2/2026,700.0,150.0,1.0,70.0,AS,Armatura stradale,2065.0,SB,Sbraccio su palo,,,,,,,41.759680193866565,12.57161038360312,415,43.79
480346,2020-01-01,13/2/2026,500.0,100.0,1.0,30.0,LA,Lanterna artistica ,599.0,ME,Mensola,,,,,,,41.98099002295064,12.46809924926268,2242,39.77
335802,2017-01-25,13/2/2026,0.0,0.0,1.0,0.0,NN,Non noto,189.0,NN,Non noto,,,,,,,41.94418749036529,12.48525261713429,3313,48.7
742402,2022-05-17,13/2/2026,800.0,0.0,1.0,65.0,AS,Armatura stradale,1051.0,TP,Testapalo,,,,,,,41.82719825322955,12.612443896308683,1375,50.85
1250352,2025-01-01,13/2/2026,900.0,0.0,1.0,54.0,AS,Armatura stradale,3670.0,TP,Testapalo,,,,,,,41.86319767815452,12.5453265681462,415,47.12
1292161,2026-01-01,13/2/2026,800.0,0.0,1.0,36.5,AS,Armatura stradale,1362.0,TP,Testapalo,,,,,,,41.836261746881725,12.357102860003934,50,44.29
1272597,2026-01-01,13/2/2026,700.0,1.63,1.0,51.0,AS,Armatura stradale,2296.0,SB_DR,Sbraccio attacco dritto,,,,,,,41.83282148680727,12.360931405947008,50,42.45
1283840,2023-01-01,13/2/2026,700.0,0.0,1.0,63.0,AS,Armatura stradale,358.0,TP,Testapalo,,,,,,,41.84858329105725,12.611308106099406,1146,42.82
1044245,2019-01-01,13/2/2026,360.0,0.0,1.0,35.0,AU,Arredo urbano,3677.0,TP,Testapalo,,,,,,,41.7775405781651,12.44483143337063,2607,52.62
890497,2022-06-01,13/2/2026,450.0,0.0,1.0,54.0,AU,Arredo urbano,189.0,NN,Non noto,,,,,,,41.86922171455496,12.522936133553882,1360,42.24
1302080,2022-01-01,13/2/2026,700.0,0.0,1.0,72.0,AS,Armatura stradale,749.0,TP,Testapalo,,,,,,,42.01288390935054,12.31883836598337,1511,38.27
1195846,2025-04-01,13/2/2026,1000.0,20.0,1.0,89.0,AS,Armatura stradale,2424.0,SB,Sbraccio su palo,,,,,,,41.97264957588679,12.514247902887918,325,40.14
1186169,2025-01-01,13/2/2026,820.0,200.0,1.0,27.0,AS,Armatura stradale,3670.0,SB,Sbraccio su palo,,,,,,,41.731330657568265,12.359655578729056,415,46.92
670248,2021-01-01,13/2/2026,550.0,0.0,1.0,33.0,AS,Armatura stradale,2844.0,TP,Testapalo,,,,,,,41.86281741046023,12.641861495696864,1876,51.27
1104773,2024-01-01,13/2/2026,500.0,0.0,1.0,20.0,AU,Arredo urbano,2177.0,TP,Testapalo,,,,,,,41.89455965877202,12.564528707189323,781,44.79
936027,2023-01-01,13/2/2026,0.0,0.0,1.0,27.0,AS,Armatura stradale,358.0,SB,Sbraccio su palo,,,,,,,41.77289294771487,12.308104477818636,1146,34.71
689169,2021-01-01,13/2/2026,300.0,0.0,1.0,16.0,AU,Arredo urbano,1813.0,TP,Testapalo,,,,,,,41.93765698567987,12.477013019460037,1876,48.36
1297254,2026-01-26,13/2/2026,400.0,0.0,,100.0,SF,Sfera,2065.0,TP,Testapalo,,,,,,,41.88375285900633,12.696607650166111,25,36.71
1204521,2025-04-01,13/2/2026,0.0,0.0,1.0,62.0,AS,Armatura stradale,2426.0,SB,Sbraccio su palo,,,,,,,41.74733532897478,12.378642718721077,325,34.45
1029197,2023-12-15,13/2/2026,500.0,70.0,1.0,100.0,AU,Arredo urbano,189.0,SB_SO,Sbraccio attacco sospeso,,,,,,,41.912033070740215,12.448743001429138,798,38.22
167042,2018-09-18,13/2/2026,30.0,0.0,1.0,14.0,PR,Proiettore,189.0,IN,Incassato,,,,,,,41.806062057114254,12.465862272060528,2712,45.46
1288968,2026-01-01,13/2/2026,700.0,0.0,1.0,25.0,AS,Armatura stradale,1362.0,TP,Testapalo,,,,,,,42.01243373840568,12.310783752927192,50,43.33
1022113,2023-01-01,13/2/2026,550.0,10.0,1.0,90.0,AS,Armatura stradale,3441.0,SB,Sbraccio su palo,,,,,,,41.77463238531263,12.470895556077076,1146,45.13
845294,2022-01-01,13/2/2026,900.0,0.0,1.0,31.0,AS,Armatura stradale,1631.0,NN,Non noto,,,,,,,41.86200231243858,12.609592498632104,1511,54.19
997741,2023-07-01,13/2/2026,800.0,0.0,1.0,100.0,SF,Sfera,189.0,TP,Testapalo,,,,,,,41.93700378972677,12.604785356756368,965,43.28
1114491,2024-01-01,13/2/2026,500.0,50.0,1.0,25.0,LA,Lanterna artistica ,3930.0,SB,Sbraccio su palo,,,,,,,41.83048977986758,12.465420845881155,781,44.61
502905,2020-01-01,13/2/2026,800.0,0.0,1.0,100.0,AS,Armatura stradale,262.0,TP,Testapalo,,,,,,,41.905790771334615,12.662470083714153,2242,64.13
1228589,2025-01-01,13/2/2026,400.0,10.0,1.0,56.5,PR,Proiettore,4396.0,SB,Sbraccio su palo,,,,,,,41.74314204047708,12.35203521848667,415,40.18
403613,2019-08-06,13/2/2026,2000.0,100.0,1.0,800.0,PR,Proiettore,601.0,SB,Sbraccio su palo,,,,,,,41.82154674763339,12.318161337545042,2390,46.81
1297880,2026-02-03,13/2/2026,800.0,0.0,1.0,73.0,AS,Armatura stradale,605.0,SB,Sbraccio su palo,,,,,,,41.891918167368594,12.571716030094446,17,36.31
483514,2020-01-01,13/2/2026,400.0,10.0,1.0,70.0,AU,Arredo urbano,201.0,SB,Sbraccio su palo,,,,,,,41.92678260204999,12.614246431607356,2242,49.97
409965,2019-11-04,13/2/2026,0.0,0.0,1.0,52.0,AS,Armatura stradale,1383.0,TP,Testapalo,,,,,,,41.8512776842006,12.56806405215232,2300,45.35
141915,2018-05-28,13/2/2026,0.0,0.0,1.0,58.0,AS,Armatura stradale,550.0,NN,Non noto,,,,,,,41.86600991311474,12.4931393273312,2825,43.74
970645,2023-01-01,13/2/2026,40.0,0.0,1.0,0.0,NN,Non noto,189.0,IN,Incassato,,,,,,,41.86389131797826,12.5482062886778,1146,37.51
914038,2022-01-01,13/2/2026,0.0,0.0,1.0,253.0,PR,Proiettore,657.0,SB,Sbraccio su palo,,,,,,,41.77367963530784,12.483443611733708,1511,34.63
1164592,2025-01-01,13/2/2026,0.0,0.0,1.0,32.5,AS,Armatura stradale,550.0,NN,Non noto,,,,,,,41.897706140838,12.278835922809307,415,31.51
902448,2022-01-01,13/2/2026,1000.0,0.0,1.0,150.0,AS,Armatura stradale,189.0,NN,Non noto,,,,,,,41.85447788846017,12.48455448465739,1511,47.59
1065572,2024-01-01,13/2/2026,800.0,0.0,1.0,30.9,AS,Armatura stradale,1051.0,TP,Testapalo,,,,,,,41.85519241801014,12.552226738944707,781,48.59
1035468,2024-01-01,13/2/2026,1000.0,0.0,1.0,90.0,AU,Arredo urbano,78.0,TP,Testapalo,,,,,,,41.99118673341246,12.483840402568433,781,49.41
1192568,2025-04-01,13/2/2026,800.0,20.0,1.0,38.0,AS,Armatura stradale,2415.0,SB,Sbraccio su palo,,,,,,,41.87946264313516,12.544005005243756,325,45.76
407588,2019-11-04,13/2/2026,500.0,0.0,1.0,29.0,AS,Armatura stradale,749.0,NN,Non noto,,,,,,,41.91782447961135,12.683591617207336,2300,41.28
137034,2018-03-26,13/2/2026,0.0,0.0,1.0,42.5,AS,Armatura stradale,550.0,NN,Non noto,,,,,,,41.93381977335019,12.4241079990514,2888,44.57
966747,2023-01-01,13/2/2026,800.0,200.0,1.0,42.0,AS,Armatura stradale,2208.0,SB,Sbraccio su palo,,,,,,,41.78557403526457,12.51764378461366,1146,50.32
495388,2018-06-01,13/2/2026,500.0,0.0,1.0,12.0,AS,Armatura stradale,1.0,TP,Testapalo,,,,,,,41.961423659258976,12.336584274143124,2821,56.41
457775,2020-01-01,13/2/2026,500.0,0.0,1.0,30.0,LA,Lanterna artistica ,1619.0,TP,Testapalo,,,,,,,41.87437698645344,12.416347883907893,2242,52.72
1140888,2024-09-01,13/2/2026,900.0,150.0,1.0,125.0,AS,Armatura stradale,2065.0,,,,,,,,,41.82343774139655,12.614219989425989,537,45.39
938788,2023-01-01,13/2/2026,0.0,0.0,1.0,16.0,AU,Arredo urbano,776.0,TP,Testapalo,,,,,,,41.92772694864583,12.397620229702955,1146,40.19
186075,2019-04-23,13/2/2026,500.0,0.0,1.0,52.0,AS,Armatura stradale,694.0,SB,Sbraccio su palo,,,,,,,41.98134377229223,12.56024890104882,2495,53.36
1024074,2023-08-01,13/2/2026,900.0,200.0,1.0,30.0,AS,Armatura stradale,1362.0,SB,Sbraccio su palo,,,,,,,41.990876041470585,12.404817664356695,934,50.92
1196903,2025-04-01,13/2/2026,900.0,260.0,1.0,49.0,AS,Armatura stradale,2417.0,SB,Sbraccio su palo,,,,,,,41.83793644428896,12.48113259856863,325,46.78
140125,2018-03-26,13/2/2026,800.0,0.0,1.0,58.0,AS,Armatura stradale,1867.0,TP,Testapalo,,,,,,,42.00361300645511,12.494159196604253,2888,59.21
1067287,2024-05-24,13/2/2026,500.0,100.0,1.0,30.0,AU,Arredo urbano,,SB,Sbraccio su palo,,,,,,,41.92321226228741,12.537367825263363,637,39.72
1072955,2024-01-01,13/2/2026,600.0,0.0,1.0,30.0,AS,Armatura stradale,3707.0,TP,Testapalo,,,,,,,41.88357234519267,12.696904109724178,781,45.82
1147449,2025-01-01,13/2/2026,800.0,0.0,1.0,35.0,AS,Armatura stradale,4096.0,SB,Sbraccio su palo,,,,,,,41.897610960115735,12.494598126684854,415,46.37
1150159,2024-04-01,13/2/2026,700.0,0.0,1.0,70.0,AS,Armatura stradale,2065.0,,,,,,,,,41.93257079719072,12.426115884800632,690,45.33
1259108,2026-01-01,13/2/2026,800.0,0.0,1.0,31.0,AS,Armatura stradale,2297.0,TP,Testapalo,,,,,,,41.75202488141991,12.325598586979424,50,44.48
1120909,2024-01-01,13/2/2026,400.0,0.0,1.0,70.0,LA,Lanterna artistica ,287.0,TP,Testapalo,,,,,,,41.82857345180043,12.483848081216598,781,41.69
1221912,2025-04-01,13/2/2026,900.0,50.0,1.0,54.0,AS,Armatura stradale,4357.0,SB,Sbraccio su palo,,,,,,,41.82863906060357,12.59925757284641,325,46.61
689122,2021-08-01,13/2/2026,800.0,0.0,1.0,150.0,AS,Armatura stradale,100.0,PI,Pipetta,,,,,,,41.73524190676096,12.363246170530566,1664,49.62
691951,2022-01-01,13/2/2026,400.0,0.0,1.0,70.0,AU,Arredo urbano,189.0,TP,Testapalo,,,,,,,41.95102143583066,12.474669574268026,1511,41.87
1054405,2022-01-01,13/2/2026,720.0,200.0,1.0,21.0,AS,Armatura stradale,1803.0,SB,Sbraccio su palo,,,,,,,41.84719798708631,12.430537059872192,1511,51.99
1171307,2025-01-01,13/2/2026,400.0,0.0,1.0,100.0,AS,Armatura stradale,215.0,TP,Testapalo,,,,,,,41.78422125897724,12.472166448413477,415,38.69
998993,2023-07-01,13/2/2026,900.0,50.0,1.0,100.0,AS,Armatura stradale,189.0,SB,Sbraccio su palo,,,,,,,41.95787027381966,12.412256400079851,965,44.68
856680,2022-10-01,13/2/2026,800.0,1.0,1.0,100.0,NN,Non noto,189.0,SB,Sbraccio su palo,,,,,,,41.8660183800512,12.645870116078957,1238,44.85
547285,2019-03-13,13/2/2026,400.0,30.0,1.0,21.0,AU,Arredo urbano,1748.0,SB,Sbraccio su palo,,,,,,,41.98104513487751,12.341399618199263,2536,53.25
1097077,2024-07-01,13/2/2026,600.0,30.0,1.0,35.0,AU,Arredo urbano,3901.0,SB,Sbraccio su palo,,,,,,,41.93815269127664,12.60359920382318,599,44.63
545747,2019-03-13,13/2/2026,500.0,0.0,1.0,100.0,AU,Arredo urbano,613.0,SF,Soffitto,,,,,,,41.91714686960852,12.480392143134711,2536,29.8
1266252,2026-01-01,13/2/2026,900.0,200.0,1.0,41.0,AS,Armatura stradale,1317.0,SB,Sbraccio su palo,,,,,,,42.001617200435206,12.350822474162232,50,45.51
1169109,2025-01-01,13/2/2026,320.0,0.0,1.0,70.0,AU,Arredo urbano,195.0,TP,Testapalo,,,,,,,41.8729965672491,12.478479047469106,415,38.66
1292817,2026-01-01,13/2/2026,900.0,0.0,1.0,35.0,AS,Armatura stradale,1334.0,TP,Testapalo,,,,,,,41.78965003597677,12.390951796755786,50,45.71
992184,2023-07-01,13/2/2026,800.0,0.0,1.0,100.0,AS,Armatura stradale,189.0,TP,Testapalo,,,,,,,42.07330824109279,12.54409420412764,965,43.28
1287138,2026-01-01,13/2/2026,600.0,0.0,1.0,26.0,AS,Armatura stradale,2154.0,TP,Testapalo,,,,,,,41.78518283583784,12.565708030391946,50,41.96
1044860,2019-01-01,13/2/2026,800.0,200.0,1.0,37.0,AS,Armatura stradale,1941.0,SB,Sbraccio su palo,,,,,,,41.75641445339851,12.574165213376473,2607,58.51
824878,2022-01-01,13/2/2026,0.0,10.0,1.0,47.0,AS,Armatura stradale,1718.0,SB,Sbraccio su palo,,,,,,,41.87740332105472,12.539080430912874,1511,41.09
932195,2023-03-28,13/2/2026,0.0,0.0,1.0,100.0,AS,Armatura stradale,189.0,SB,Sbraccio su palo,,,,,,,42.0533791048589,12.375133556607512,1060,33.14
649610,2020-11-01,13/2/2026,500.0,0.0,1.0,70.0,SF,Sfera,211.0,NN,Non noto,,,,,,,41.88262136871954,12.507525444229591,1937,49.65
184876,2019-02-12,13/2/2026,500.0,0.0,1.0,58.0,AU,Arredo urbano,1308.0,TP,Testapalo,,,,,,,41.88905583902524,12.565162604021449,2565,53.54
625896,2020-11-01,13/2/2026,700.0,0.0,1.0,73.0,AS,Armatura stradale,356.0,TP,Testapalo,,,,,,,41.80148237475242,12.332540812594358,1937,52.36
1210747,2025-04-01,13/2/2026,800.0,0.0,1.0,28.0,AS,Armatura stradale,3670.0,NN,Non noto,,,,,,,42.02988773736063,12.355672219074137,325,46.1
1005311,2023-08-01,13/2/2026,800.0,0.0,1.0,150.0,AS,Armatura stradale,189.0,TP,Testapalo,,,,,,,41.71092704249864,12.59971130815287,934,41.48
1123936,2024-11-01,13/2/2026,0.0,0.0,1.0,16.0,LA,Lanterna artistica ,4019.0,ME,Mensola,,,,,,,41.8988377107327,12.684377541606722,476,36.76
481595,2020-01-01,13/2/2026,400.0,50.0,1.0,100.0,AU,Arredo urbano,1377.0,SB,Sbraccio su palo,,,,,,,41.71166652335896,12.561007271948924,2242,48.96
914940,2022-01-01,13/2/2026,0.0,0.0,1.0,53.0,AS,Armatura stradale,749.0,TP,Testapalo,,,,,,,41.93165621675786,12.641571362831831,1511,30.18
754951,2022-01-01,13/2/2026,0.0,0.0,1.0,100.0,AS,Armatura stradale,241.0,TP,Testapalo,,,,,,,41.88930100778124,12.381159677783396,1511,54.97
178073,2018-10-30,13/2/2026,900.0,100.0,1.0,70.0,AS,Armatura stradale,2058.0,SB,Sbraccio su palo,,,,,,,41.703959011429376,12.46553803368836,2670,59.07
412500,2019-11-04,13/2/2026,700.0,0.0,1.0,27.0,AS,Armatura stradale,755.0,TP,Testapalo,,,,,,,41.926766014893495,12.72021163686591,2300,55.89
1071636,2012-07-01,13/2/2026,0.0,200.0,1.0,100.0,AS,Armatura stradale,189.0,SB,Sbraccio su palo,,,,,,,41.97930996240003,12.251641082655468,4982,53.27
1044463,2019-01-01,13/2/2026,930.0,270.0,1.0,37.0,AS,Armatura stradale,1941.0,SB,Sbraccio su palo,,,,,,,41.844507498420654,12.61259381103723,2607,60.23
651583,2020-11-01,13/2/2026,1100.0,0.0,1.0,25.0,AS,Armatura stradale,754.0,TP,Testapalo,,,,,,,41.95534329307154,12.395869151496468,1937,59.47
890887,2022-06-01,13/2/2026,800.0,0.0,1.0,100.0,AS,Armatura stradale,189.0,NN,Non noto,,,,,,,41.91132164246874,12.405701893218875,1360,45.55
497019,2018-06-01,13/2/2026,600.0,0.0,1.0,28.0,PR,Proiettore,1645.0,MU,A muro o parete,,,,,,,41.737860698965925,12.464063554575173,2821,57.22
297100,2016-11-10,13/2/2026,1000.0,0.0,1.0,100.0,NN,Non noto,100.0,NN,Non noto,,,,,,,41.8625808906749,12.586456787027943,3389,62.63
893769,2022-05-01,13/2/2026,800.0,200.0,1.0,125.0,AU,Arredo urbano,189.0,NN,Non noto,,,,,,,41.85460204347429,12.628212071188852,1391,44.91
1286150,2025-10-01,13/2/2026,0.0,0.0,1.0,35.0,NN,Non noto,189.0,NN,Non noto,,,,,,,41.78842459042724,12.43598346745112,142,30.87
745196,2022-01-01,13/2/2026,800.0,100.0,1.0,25.0,AS,Armatura stradale,2201.0,SB,Sbraccio su palo,,,,,,,41.91436393190824,12.746130278323546,1511,52.98
462373,2020-01-01,13/2/2026,500.0,0.0,1.0,20.0,AU,Arredo urbano,1193.0,TP,Testapalo,,,,,,,41.89871996643457,12.454712211374208,2242,53.06
853244,2022-01-01,13/2/2026,700.0,150.0,1.0,32.0,AS,Armatura stradale,772.0,SB,Sbraccio su palo,,,,,,,41.94505539871606,12.6006443423708,1511,51.34
180059,2018-09-30,13/2/2026,900.0,100.0,1.0,100.0,AS,Armatura stradale,8.0,SB,Sbraccio su palo,,,,,,,41.73003438909175,12.473237760667423,2700,74.96
1142264,2022-01-01,13/2/2026,800.0,0.0,1.0,25.0,AS,Armatura stradale,2168.0,TP,Testapalo,,,,,,,42.036521112954944,12.44004400511266,1511,52.98
1262130,2026-01-01,13/2/2026,800.0,0.0,1.0,76.0,AS,Armatura stradale,1867.0,SB,Sbraccio su palo,,,,,,,41.96099841507363,12.388790940648391,50,42.95
739046,2022-05-01,13/2/2026,0.0,0.0,1.0,100.0,AS,Armatura stradale,8.0,TP,Testapalo,,,,,,,41.89229252107477,12.6430660079377,1391,58.42
915961,2022-01-01,13/2/2026,0.0,0.0,1.0,41.0,AS,Armatura stradale,749.0,TP,Testapalo,,,,,,,41.79410814085167,12.464516694790056,1511,30.52
1285943,2015-01-01,13/2/2026,0.0,0.0,1.0,40.5,,,2358.0,,,,,,,,,41.85881266405312,12.623846338141684,4068,55.03
170614,2018-09-18,13/2/2026,0.0,0.0,1.0,50.0,PR,Proiettore,859.0,IN,Incassato,,,,,,,41.73808458506571,12.262183607412712,2712,47.73
746466,2022-01-01,13/2/2026,800.0,100.0,1.0,42.0,AS,Armatura stradale,2208.0,SB,Sbraccio su palo,,,,,,,41.89478180749147,12.45309746767962,1511,52.41
1060819,2024-01-01,13/2/2026,1100.0,150.0,1.0,39.5,AS,Armatura stradale,3723.0,SB,Sbraccio su palo,,,,,,,41.8643097882354,12.461014116260593,781,52.55
740595,2022-05-13,13/2/2026,800.0,10.0,1.0,52.0,AS,Armatura stradale,722.0,SB,Sbraccio su palo,,,,,,,41.86817582676762,12.43963075925605,1379,51.31
820579,2022-01-01,13/2/2026,0.0,0.0,1.0,27.0,AS,Armatura stradale,1717.0,TP,Testapalo,,,,,,,41.71964443941637,12.572176752862967,1511,41.79
699123,2022-01-11,13/2/2026,0.0,0.0,1.0,58.0,LA,Lanterna artistica ,122.0,NN,Non noto,,,,,,,41.85058402810032,12.682561973221766,1501,40.65
1071639,2012-07-01,13/2/2026,0.0,100.0,1.0,70.0,AS,Armatura stradale,189.0,ME,Mensola,,,,,,,41.93910014800176,12.58741080429235,4982,54.07
692900,2022-01-01,13/2/2026,30.0,0.0,1.0,13.5,PL,Plafoniera,189.0,IN,Incassato,,,,,,,41.84678968902941,12.4308028060613,1511,38.86
1203311,2025-04-01,13/2/2026,1000.0,100.0,1.0,89.0,AS,Armatura stradale,2424.0,SB,Sbraccio su palo,,,,,,,41.93397732916211,12.568928574635391,325,40.14
860933,2022-04-01,13/2/2026,0.0,100.0,1.0,64.2,AU,Arredo urbano,92.0,SB,Sbraccio su palo,,,,,,,41.94016345999283,12.352243370994586,1421,39.99
1001995,2023-08-01,13/2/2026,450.0,0.0,1.0,100.0,SF,Sfera,189.0,TP,Testapalo,,,,,,,41.849384605788224,12.580985784104696,934,38.3
1173416,2024-01-01,13/2/2026,900.0,0.0,1.0,61.8,AS,Armatura stradale,3252.0,TP,Testapalo,,,,,,,42.02235176551992,12.26701280257114,781,48.95
176989,2018-09-30,13/2/2026,900.0,200.0,1.0,70.0,AS,Armatura stradale,592.0,SB,Sbraccio su palo,,,,,,,41.92776361133913,12.587083233868553,2700,59.21
1302910,2022-01-01,13/2/2026,350.0,0.0,1.0,17.0,PL,Plafoniera,613.0,SF,Soffitto,,,,,,,42.013036987573614,12.372970320852271,1511,23.73
947377,2022-02-01,13/2/2026,400.0,50.0,1.0,18.0,AU,Arredo urbano,2128.0,SB,Sbraccio su palo,,,,,,,41.84529896615862,12.580443927936928,1480,47.43
1121940,2025-01-01,13/2/2026,600.0,100.0,1.0,70.0,LA,Lanterna artistica ,2065.0,ME_PO,Mensola attacco portato,,,,,,,42.0388718449448,12.48880894563855,415,42.41
644638,2020-11-01,13/2/2026,0.0,0.0,1.0,40.0,AU,Arredo urbano,775.0,TP,Testapalo,,,,,,,41.86825944729204,12.689522172394346,1937,43.72
